,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,intent
257,mnandii,A student of Elliott Wave Principle and Socionomics,,526,564,2466,2010-08-16 18:48:04,2020-11-18 05:56:53,4,".@KCBGroup is on course to issue a profit warning this year, weighed down by a sharp increase in losses linked to loan defaults in the wake of coronavirus economic hardships. - @BD_Africa",[],N/A
258,mmnjug,From where I sit: There is a certain majesty in simplicity.,Kenya,1721,40388,370112,2009-04-08 07:48:10,2020-11-18 05:52:20,4,".@KCBGroup is on course to issue a profit warning this year, weighed down by a sharp increase in losses linked to loan defaults in the wake of coronavirus economic hardships. - @BD_Africa",[],N/A
259,Ndabakariuki,INTROVERT,"Runda, Kenya",1073,1111,7959,2012-11-30 16:35:11,2020-11-18 05:37:06,0,@KCBGroup we are cool kids 😆😊😊,[],N/A
260,MaudhuiHouse,We go wherever the story leads. newsroom@maudhui.co.ke,"Nairobi, Kenya",7961,10122,8456,2017-12-24 10:48:00,2020-11-18 05:23:08,0,.@KCBGroup Managing Director Joshua Oigara said they will not be cutting staff numbers this year but are continuously looking at their staffing structure to give employees new roles in line with the digital reality.,[],N/A
261,benshiashia6,Proud To Be Kenyan|| Western (Kakamega County) Is My Motherland|| Fan @Classic 105|| Fan  Of Chelsea 💯|| Football Is My Food For Thought.,,14,20,63,2020-08-13 15:40:49,2020-11-18 05:10:54,0,"@KCBGroup Thanks for the info, what do I need to carry?",[],N/A
262,12tonykinyuah,"Registered nurse interested, in enterpreneurship, good governance physical ,social and emotional well being of everyone in society. prov 4:13",nairobi,379,157,3462,2012-01-13 17:38:08,2020-11-18 05:10:09,0,Hi @KCBGroup my issue still pending not resolved,[],N/A
263,benshiashia6,Proud To Be Kenyan|| Western (Kakamega County) Is My Motherland|| Fan @Classic 105|| Fan  Of Chelsea 💯|| Football Is My Food For Thought.,,14,20,63,2020-08-13 15:40:49,2020-11-18 05:07:00,0,"@KCBGroup I have two kids and i want to open Jumbo junior accountant for them, will I have to open two separate Jumbo junior accounts or i can open a joint Jumbo junior account for them?",[],N/A
264,brian_owino56,"Manager at Absa Bank of Kenya, Mbale Branch, Find me On: || https://t.co/UjaFRqXxul || Bryoo Ke. || https://t.co/GBEkMSPi5B || Upcoming CEO || @SafaricomPLC","Mbale, Kenya",413,1014,14295,2015-08-29 19:11:49,2020-11-18 04:52:06,0,Hello @KCBGroup thanks so much for birthday wishes. https://t.co/XBuX30XGjB,[],N/A
265,Moryn06568826,educated,,13,1,4,2019-10-16 19:13:47,2020-11-18 04:41:46,0,@KCBGroup Share for help🙏 https://t.co/sulyjoPnwf,[],N/A
266,Tee_Keay,"Doveryai, no proveryai.",+254,2236,1370,29986,2011-03-24 10:09:59,2020-11-18 04:34:51,0,"@KCBCare  the usual, kindly deal 👇 https://t.co/1DTDVVSALG",[],N/A
267,mmnjug,From where I sit: There is a certain majesty in simplicity.,Kenya,1721,40388,370112,2009-04-08 07:48:10,2020-11-18 04:17:21,0,.@KCBGroup has moved to the High Court to enforce a Sh4.3 billion award against Nairobi County arising from a long-standing loan dispute the lender took over from @KeEquityBank https://t.co/aPsdVoVy9c,[],N/A
268,elimikatrust,"Working with policymakers, regulators, unions and other partners, we facilitate access to reliable, quality and sustainable education for all, at all levels","Nairobi, Kenya",71957,66481,27428,2014-07-07 13:19:34,2020-11-18 04:15:17,0,"FINANCING COMPRESSED term dates between 2021 to 2023, in recovering the lost 2020 schools academic year, means more pain for parents and guardians. Will banks come in with special school fees credit facilities? @kenyabankers @KeEquityBank @Coopbankenya @KCBGroup #ElimikaMashinani https://t.co/FS9u1DvIEA","[{'text': 'ElimikaMashinani', 'indices': [263, 280]}]",N/A
269,KavitaKE,...with enough gun powder to shoot down the moon. :-),NAIROBI,1658,794,3029,2012-12-30 16:23:51,2020-11-18 04:14:16,0,@KCBGroup Hi USSD is not working since 6am?,[],N/A
270,SaulJuma,an award winning stylist hair cut of the year 2014 and the best colorist of the year 2015 .. call in +254725684781 thank you .https://t.co/uNbjRbvvTg,kenya  nairobi.,909,1364,11064,2009-04-24 07:09:30,2020-11-18 04:14:09,0,@KCBGroup Smokie,[],N/A
271,Albaitar9,"stolzer Kenianer// Doktor der Pharmazie

Das ist mein Hof

HERE FOR LAUGHS. Views mine.","Nairobi, Isiolo, Oloosirkon",688,1719,7494,2015-07-23 11:55:16,2020-11-18 04:12:54,0,@KCBGroup Rolexxx of course,[],N/A
272,suleiman_ke,I cant change the world alone i need followers,Kenya,373,268,290,2020-10-21 07:09:54,2020-11-18 03:45:21,96,Potential ya farming ni bigi sana and KCB sees this. That’s why we see the need to equip livestock farmers with financial support and training to better their productivity. This improves their lives and betters the economy. #GoAhead na KCB https://t.co/AaeEyCmDFi https://t.co/IGnnnTe5mY,[],N/A
273,JamesBritam,"Financial advisor working with britam https://t.co/GvzSVzsZ6I
I provide Need based Financial Solutions to the society by helping them acquire Financial freedom","Nairobi, Kenya",401,2960,33130,2018-05-23 15:00:41,2020-11-18 03:19:26,96,Potential ya farming ni bigi sana and KCB sees this. That’s why we see the need to equip livestock farmers with financial support and training to better their productivity. This improves their lives and betters the economy. #GoAhead na KCB https://t.co/AaeEyCmDFi https://t.co/IGnnnTe5mY,[],N/A
274,Patrick97248218,political pundit,,130,6,134,2020-10-30 23:44:38,2020-11-18 03:01:53,0,@KCBGroup Terrorist,[],N/A
275,evanceo78336955,Admin@nursinghome.ravine/ravineglory healthcareservices,,76,13,15,2019-11-12 17:51:33,2020-11-18 02:41:46,71,"At KCB tunajua muhimu ya ku empower our youth. Through programs like the Young Africa Works with MasterCard Foundation, tumeweza kuwai wasee jobs, offer training and mentorships which have helped better their lives. This is our #GoAhead spirit. Read more https://t.co/AaeEyCEf3S https://t.co/Atip84Yqbo",[],N/A
276,RONOHARNOLD1,,,455,15,25,2014-01-20 06:57:11,2020-11-18 01:35:07,0,@KCBGroup Reply inboxed,[],N/A
277,RONOHARNOLD1,,,455,15,25,2014-01-20 06:57:11,2020-11-18 01:34:27,1,"@RONOHARNOLD1 Hi, Please confirm the following for assistance:
- Full name
- Phone number registered
- ID number

 ^BW",[],N/A
278,alikatana17,Activist,"Mombasa, Kenya 🇰🇪 ",564,170,4450,2019-11-19 12:59:04,2020-11-18 01:07:53,71,"At KCB tunajua muhimu ya ku empower our youth. Through programs like the Young Africa Works with MasterCard Foundation, tumeweza kuwai wasee jobs, offer training and mentorships which have helped better their lives. This is our #GoAhead spirit. Read more https://t.co/AaeEyCEf3S https://t.co/Atip84Yqbo",[],N/A
279,jackykariuki8,"Entertainment

 Lifestyle Music News


 Public Relation expert

IG:secretly_october follow to follow",Kenyan🇰🇪🇰🇪,2786,2797,35014,2017-11-15 21:01:32,2020-11-18 00:56:25,28,"#GoAhead is believing ukitaka kwenda far, you need to carry your squad with you. That’s why tumejenga watu wa biz by helping them restructure their loans and give them flexibility to borrow so they can continue to adapt and thrive. Read more https://t.co/AaeEyCmDFi https://t.co/Hw19s17NYF","[{'text': 'GoAhead', 'indices': [14, 22]}]",N/A
280,OnyimboSostine,"Am an Internet Social Justice Activist who loves the Truth, Fairness, Transparency, Equity & wish 4 a Corrupt Free Kenya.",,904,469,8465,2016-03-01 12:08:17,2020-11-18 00:55:30,0,@KCBGroup But inform the higher that 5yrs is too much they should consider reviewing it,[],N/A
281,OnyimboSostine,"Am an Internet Social Justice Activist who loves the Truth, Fairness, Transparency, Equity & wish 4 a Corrupt Free Kenya.",,904,469,8465,2016-03-01 12:08:17,2020-11-18 00:47:10,0,@KCBGroup Forever ama?,[],N/A
282,OnyimboSostine,"Am an Internet Social Justice Activist who loves the Truth, Fairness, Transparency, Equity & wish 4 a Corrupt Free Kenya.",,904,469,8465,2016-03-01 12:08:17,2020-11-17 20:53:36,0,@KCBGroup Even when have cleared?,[],N/A
283,JamesMukaria6,to join hassler's,,111,38,27,2020-10-26 19:42:26,2020-11-17 20:52:03,0,@KCBGroup James https://t.co/UatwngnH1E,[],N/A
284,OnyimboSostine,"Am an Internet Social Justice Activist who loves the Truth, Fairness, Transparency, Equity & wish 4 a Corrupt Free Kenya.",,904,469,8465,2016-03-01 12:08:17,2020-11-17 18:42:43,0,@KCBGroup Yes but I cleared  like two years ago.,[],N/A
285,MuiruKamau4,"Chair, MountKenya Student Association//Student Actuary//UON comrade//",Kenya,4632,2740,49846,2017-12-08 06:32:55,2020-11-17 18:29:44,12,"""In the region, KCB Group will be one of the few pioneer economies that will start investing in programmes from the private sector to support areas that have a big impact on climate change"" KCB Group CEO &amp; MD Joshua Oigara on the Bank's @theGCF accreditation https://t.co/YQ3tBkJzx4",[],N/A
286,Terah40142378,reading books,,35,3,13,2020-11-17 08:29:09,2020-11-17 18:28:27,0,"@KCBGroup Good,but how people like us in rural area of likuyan..sango of St Francis village benefit from the kcb group?",[],N/A
287,wakenyadpk,,,194,30,506,2014-11-15 11:38:38,2020-11-17 18:11:01,0,@KCBGroup What of the wasted youth?,[],N/A
288,wanyagakusu,"Winner of the 2016 Global Research Nurse Award,
Maternal and Child Health Nurse, Bread crust addict, free spirit",Nairobi,468,338,765,2011-10-29 08:21:41,2020-11-17 17:53:37,0,August 2016 I founded a chama with 11 colleagues. Setting aside 70 shillings per day was the best decision we made. We managed to acquire land. Currently we loan 250k to members. @KCBGroup Matuu you have walked with us @CKirubi @daktari1 your tweets and lessons inspire me alot,[],N/A
289,6footBarefoot,"Not Perfect .... Relax ...Exhale😊

Carpenter @pillowske #Upholstery #Furniture","nairobi, KENYA",1126,6261,160025,2011-04-14 14:33:34,2020-11-17 17:48:44,0,"@KCBGroup Lenah (branch manager KCB village market) is a STAR.  She sorted my issue in less than 24 hrs, please let her know I appreciate it. https://t.co/IBz83B6tgk",[],N/A
290,JUSTINT70229269,just c❤️medy 😂😂😂😂,https://youtu.be/PmiQ-XGz54c,78,151,3400,2020-08-19 02:58:45,2020-11-17 17:46:16,17,"Tunapita tu kuwaambia you can cop 10% back on every purchase when you shop with your KCB UnionPay Card. Msiseme hamkuambiwa! Kaende, kaende! Learn more https://t.co/yD642yhYeB #StaySafe #GoCashless",[],N/A
291,ElhuseinCynthia,Social Accountant,,26,29,89,2018-06-27 17:23:36,2020-11-17 17:33:24,0,@KCBGroup * requesting,[],N/A
292,ElhuseinCynthia,Social Accountant,,26,29,89,2018-06-27 17:23:36,2020-11-17 17:32:56,0,"@KCBGroup I’m father’s account has been hacked, using Mobile banking probably. He is currently in Ethiopia and has failed to reach you. He is requestyy that you put a block on the Debit acccess.",[],N/A
293,aloyce_mokaya,"LIVE IT,LOVE IT !
LET'S ALL SHARE FOR THE LOVE OF HUMANITY.
KENYA IS HOME WE HAVE NO SPARE LEFT. LE'TS FIX IT TOGETHER.","Kisii, Kenya",965,523,8877,2014-05-19 04:13:08,2020-11-17 17:23:04,0,@Nashupai @Toyota_Kenya @NCBABankKenya @AbsaKenya @Coopbankenya @FamilyBankKenya @imbankke @DTBKenya @MayfairCIB @KeEquityBank Where is @KCBGroup in this partnering?,[],N/A
294,ElhuseinCynthia,Social Accountant,,26,29,89,2018-06-27 17:23:36,2020-11-17 17:20:15,0,@KCBGroup I have sent a DM,[],N/A
295,ElhuseinCynthia,Social Accountant,,26,29,89,2018-06-27 17:23:36,2020-11-17 17:15:08,0,@KCBGroup How can a whole bank not have a toll free number. I’ m trying to contact you and it’s an emergency. You have used up my airtime twice now with your useless adverts.,[],N/A
296,hanselbwuoy,Engineer. footballer. 😍😍😍,Kenya,2250,460,351,2019-09-10 09:15:34,2020-11-17 17:07:07,0,@SafaricomPLC @KCBGroup @KeEquityBank Please help,[],N/A
297,MakokhaDr,"specialised in dentistry on restoration and oral health awareness..Education

A Gambler ⚽⚽","Mombasa, Kenya",4996,642,1556,2018-09-26 09:37:12,2020-11-17 16:57:37,12,"""In the region, KCB Group will be one of the few pioneer economies that will start investing in programmes from the private sector to support areas that have a big impact on climate change"" KCB Group CEO &amp; MD Joshua Oigara on the Bank's @theGCF accreditation https://t.co/YQ3tBkJzx4",[],N/A
298,KipangaN,But for my mum's prayers..,,99,14,89,2020-06-09 12:07:22,2020-11-17 16:49:31,0,@KCBGroup Done,[],N/A
299,LydiaBecca,"Market Analyst ,Being a Gemini,I am complicated,don't which twin is present when","Mombasa, Kenya",727,812,2256,2010-11-19 07:12:09,2020-11-17 16:48:30,0,@KCBGroup @KCBGroup why did I receive an email yesterday giving me my password to e-banking yet I haven't applied?,[],N/A
300,renken_gafgaf,ICT specialist - Emerging technologies enthusiast,,313,51,95,2014-04-08 18:26:59,2020-11-18 11:07:44,1,"Agriculture is an important pillar of our economy. It  provides food and a source of livelihood for many households across the country. This is a key focus at NBK and across @KCBGroup where we are partnering with farmers and all sector players ~ our Board Chair, Mr. John Nyerere https://t.co/nHhfcxPfkn",[],N/A
301,kennekai,BI & Analytics / #DataScience #MachineLearning #DataScienceNBO #AnalyticsKE #Sentimently #Tambaruka #myTradeSignals,"Nairobi, Kenya",9088,10285,28152,2009-04-22 10:27:39,2020-11-18 10:51:50,4,".@KCBGroup is on course to issue a profit warning this year, weighed down by a sharp increase in losses linked to loan defaults in the wake of coronavirus economic hardships. - @BD_Africa",[],N/A
302,kennekai,BI & Analytics / #DataScience #MachineLearning #DataScienceNBO #AnalyticsKE #Sentimently #Tambaruka #myTradeSignals,"Nairobi, Kenya",9088,10285,28152,2009-04-22 10:27:39,2020-11-18 10:51:29,2,This is a year of survival. This is not a year to thrive. It is a year to try and hold your business and support customers. @KCBGroup's Mr Oigara.,[],N/A
303,my_tradesignals,"BEST market trading signals via SMS!
#myTradeSignals by ADS Analytics, Kenya.

#stockstowatch #Stocks #CryptoWatch #Forex #FX

https://t.co/8To3mypo27 +254721699119","Nairobi, Cape Town, New York",165,640,6668,2020-07-06 09:53:56,2020-11-18 10:43:33,2,This is a year of survival. This is not a year to thrive. It is a year to try and hold your business and support customers. @KCBGroup's Mr Oigara.,[],N/A
304,my_tradesignals,"BEST market trading signals via SMS!
#myTradeSignals by ADS Analytics, Kenya.

#stockstowatch #Stocks #CryptoWatch #Forex #FX

https://t.co/8To3mypo27 +254721699119","Nairobi, Cape Town, New York",165,640,6668,2020-07-06 09:53:56,2020-11-18 10:41:35,4,".@KCBGroup is on course to issue a profit warning this year, weighed down by a sharp increase in losses linked to loan defaults in the wake of coronavirus economic hardships. - @BD_Africa",[],N/A
305,SterlingNairobi,Sterling Capital is a licenced Investment Bank (Stock Broker) dealing primarily in the Fixed Income and Equity investment classes. Member of the @NSE_PLC.,"Nairobi, Kenya",366,2406,1601,2013-04-23 08:35:59,2020-11-18 10:40:34,0,"@KCBGroup likely to issue profit warning on #COVID19  woes
https://t.co/r6GFGkdFu4","[{'text': 'COVID19', 'indices': [44, 52]}]",N/A
306,Informer_ke,It is our job to #GoThere and tell the most difficult stories. Come with us!,"Nairobi, Kenya",13435,19508,12146,2015-05-28 17:08:47,2020-11-18 10:36:31,0,"Waiguru to pay million of shillings or vacate the Sh80m house
 https://t.co/2Y3Ly25OyJ…80-million-house/
@AnneWaiguru 
@HonGethenji 
@KCBGroup https://t.co/5N9pYuotXS",[],N/A
307,a0bwogo,...only the paranoid survive - Andy Grove,Pennsylvania ,262,205,2270,2016-11-09 05:17:31,2020-11-18 10:29:58,0,"@citizentvkenya Sincerely, how does a mastercard replace a national identification card. It's like having ABSA logo on our currency. Si basi hata mgetumia ya @KCBGroup. Iko na simba which a citizen animal as a logo. Yuck!!!",[],N/A
308,muchpitz,,"nairobi,kenya",701,204,122,2011-05-31 13:14:49,2020-11-18 10:28:48,0,@KCBGroup am one dissapointed customer after banking with you for more than a decade😕,[],N/A
309,National_Bank,"We are a subsidiary of KCB Group & are licensed by CBK. We offer full range of commercial banking products to Personal, SMEs and Corporate Banking customers.",Kenya,3565,35083,10208,2012-04-26 06:23:54,2020-11-18 10:23:57,1,"Agriculture is an important pillar of our economy. It  provides food and a source of livelihood for many households across the country. This is a key focus at NBK and across @KCBGroup where we are partnering with farmers and all sector players ~ our Board Chair, Mr. John Nyerere https://t.co/nHhfcxPfkn",[],N/A
310,FranklinNsubuga,"Software Engineer, Strawberry farmer, Poet, AgriBusiness Development Analyst and Business Development Director Agrintel Group LLC","Nairobi, Kenya",236,165,1561,2016-02-22 10:40:29,2020-11-18 10:04:07,0,@KCBGroup Please check your DM. Asante,[],N/A
311,papafavour,Member @NfhGroup #Designer || #Fashion #Photo #Editor || #Software #Developer || #Photographer || #Nairobifashionhub || || Email: oscar@tinker.co.ke ||,"Abuja, Nigeria",10717,13064,47379,2011-10-05 09:17:10,2020-11-18 09:40:05,0,"@DrAlfredMutua Well done mweshimiwa @DrAlfredMutua 
what happened to CDF bursary in constituency level same with @KeEquityBank  wings to fly scholarship , @KCBGroup Foundation Scholarships &amp; many others ?
we need to think of permanent solution for others like Philomena .
https://t.co/QGMx8Z1xq2",[],N/A
312,ngaruiyacharles,Life isn't about waiting for the storms to pass. It's about learning to dance in the rain.,"Nairobi, Kenya",18334,20642,258655,2012-02-15 05:50:39,2020-11-18 09:13:41,17,"Tunapita tu kuwaambia you can cop 10% back on every purchase when you shop with your KCB UnionPay Card. Msiseme hamkuambiwa! Kaende, kaende! Learn more https://t.co/yD642yhYeB #StaySafe #GoCashless",[],N/A
313,KipangaN,But for my mum's prayers..,,99,14,89,2020-06-09 12:07:22,2020-11-18 09:12:35,0,"But @KCBGroup, why are you turning me into a desperate case? I have been a client for a while now, this is what gave me the confidence to roll with you on this diaspora banking but aiih.. Hapana. You must do better. Several emails and phone calls later, NOTHING!",[],N/A
314,Eduale88Alex,Love. Peace. Keen to detail. Affinity for fine things.,Kenya,943,1236,107412,2015-03-29 09:14:07,2020-11-18 09:12:20,1,@KCBGroup please check DM!,[],N/A
315,JooseRutz,Cool but hot,,37,6,6,2020-10-11 04:47:48,2020-11-18 09:11:55,0,@KCBGroup Thank you.,[],N/A
316,Mwandungoswaleh,"Energy expert. 
#Renewables
 Solar and Wind #energy
#photographer📸
JKUSA awards 2019/2020 
Check my work on #Moarts254","Jkuat, Juja",545,710,3845,2017-04-25 13:26:03,2020-11-18 09:11:24,0,@Wanzalla @KCBGroup @SCANADAfrica @ledamasempele @Lynxxxy @Chef_lesiamon Nice work,[],N/A
317,Eduale88Alex,Love. Peace. Keen to detail. Affinity for fine things.,Kenya,943,1236,107412,2015-03-29 09:14:07,2020-11-18 09:10:25,1,@KCBGroup please check DM!,[],N/A
318,JooseRutz,Cool but hot,,37,6,6,2020-10-11 04:47:48,2020-11-18 09:08:30,0,"@KCBGroup May God bless you KCB group foundation and expand your limits,,,I have been sponsored by KCB group foundation from form one to four and now I'm in university only because of your support 🙏🙏🙏",[],N/A
319,dungudungu,🏗️🏗️,"Kuala Lumpur City, Kuala Lumpu",94,26,223,2017-09-19 06:24:42,2020-11-18 08:58:49,0,@KCBGroup see DM,[],N/A
320,Lawkipkoech,V.I.P -Very improved peasant,Kenya,874,555,10150,2011-11-19 09:11:55,2020-11-18 08:53:17,0,@KCBGroup can i get a statement without visiting a branch?,[],N/A
321,kcbbankug,"We are a subsidiary of KCB Bank Group, a regional bank providing banking services to over 2 million people in EA. We are proudly an indigenous African brand.",Plot 7 Commercial Plaza Kla Rd,911,4706,5282,2012-09-19 06:27:06,2020-11-18 08:45:15,0,"@ElhuseinCynthia @KCBGroup Kindly feel free to inbox us your challenge to enable us advise, regards~rt",[],N/A
322,kcbbankug,"We are a subsidiary of KCB Bank Group, a regional bank providing banking services to over 2 million people in EA. We are proudly an indigenous African brand.",Plot 7 Commercial Plaza Kla Rd,911,4706,5282,2012-09-19 06:27:06,2020-11-18 08:44:21,0,"@ElhuseinCynthia @KCBGroup Hi Cynthia, sorry about this inconvenience, you may kindly reach us on WhatsApp +256757378603 for further assistance, we shall be glad to assist, regards~rt",[],N/A
323,AndrewUnited7,"@Manutd 
Views expressed on my TL aren't part of my Real Life. I'm here for fun and Banter","Nairobi, Kenya",1167,2182,74487,2012-06-14 13:44:59,2020-11-18 07:39:29,0,Hey @KCBGroup check DM,[],N/A
324,AlbertB82683321,Passionate about climate change and sustainable development and truth,"West Midlands, England",417,82,3101,2020-04-25 09:00:13,2020-11-18 07:35:59,0,@KCBGroup The markets are poor and the prices do not reflect in the input costs.  Farming only enriches middle-men.,[],N/A
325,OlympicsKe,"The Official handle for The National Olympic Committee - Kenya

We are #TeamKenya 🇰🇪",Kenya,356,2941,3725,2018-02-10 07:07:24,2020-11-18 07:29:51,0,"Q and A session on matters personal finance facilitated by @KCBGroup
#PowerUpYourFuture https://t.co/KECCwBJixp","[{'text': 'PowerUpYourFuture', 'indices': [69, 87]}]",N/A
326,CrazyJaymore,"Sipendi Bio Juu ya Graphy😎🚮 
Just Fun ♥️",Self Isolation,798,1007,3529,2020-05-01 12:40:58,2020-11-18 07:26:39,0,@KCBGroup The Kachumbari from my Vendor is 😋😋😋,[],N/A
327,Amref_Kenya,We believe that health is a basic human right. Everything we do ensures lasting health change for all. FB: https://t.co/Bgmdhz8Oqr,Kenya,4834,24050,8490,2015-03-24 13:31:03,2020-11-18 07:26:26,2,"@Pwaiganjo, Venture Development Manager, @Amref_Kenya will be speaking during the Pillar Corporate Wellness webinar organised by @Global_GWI. Tune in from 4pm EAT to learn how mental, social &amp; physical wellbeing are interrelated. #CorporateWellnessAfrica @KCBGroup https://t.co/NcmoOzvP5W",[],N/A
328,CrazyJaymore,"Sipendi Bio Juu ya Graphy😎🚮 
Just Fun ♥️",Self Isolation,798,1007,3529,2020-05-01 12:40:58,2020-11-18 07:22:41,0,"@KCBGroup Smokie pasua,Why?",[],N/A
329,geegatwiri,"Managing Director, @HmgFire  (Follow & Like).
Entrepreneur, Economics, Agribusiness
Basketballer
Arsenal fan💕

NEVER PISS ON HONOUR. The gods will piss on you.","Nairobi, Kenya",279,353,1242,2016-03-10 06:22:36,2020-11-18 07:20:00,0,@KCBGroup Check your DM.,[],N/A
330,kibeTweets,A Dark Horse 🐎🏌🏾‍♂️♊️,"South Kinangop, Kenya",857,995,5480,2019-09-25 16:28:26,2020-11-18 07:10:24,0,@KCBGroup Rolexxx is not so know a delicacy to Kenyans. It’s a Ugandan thing ! 😂😂😂,[],N/A
331,AndrewUnited7,"@Manutd 
Views expressed on my TL aren't part of my Real Life. I'm here for fun and Banter","Nairobi, Kenya",1167,2182,74487,2012-06-14 13:44:59,2020-11-18 07:07:37,0,@KCBGroup check DM,[],N/A
332,geegatwiri,"Managing Director, @HmgFire  (Follow & Like).
Entrepreneur, Economics, Agribusiness
Basketballer
Arsenal fan💕

NEVER PISS ON HONOUR. The gods will piss on you.","Nairobi, Kenya",279,353,1242,2016-03-10 06:22:36,2020-11-18 06:56:52,0,@KCBGroup Can i inbox you our claim details for your assistance? Kindly.,[],N/A
333,geegatwiri,"Managing Director, @HmgFire  (Follow & Like).
Entrepreneur, Economics, Agribusiness
Basketballer
Arsenal fan💕

NEVER PISS ON HONOUR. The gods will piss on you.","Nairobi, Kenya",279,353,1242,2016-03-10 06:22:36,2020-11-18 06:55:07,0,@KCBGroup We have equally done that. Nothing is moving.,[],N/A
334,jumaf3_,Breathing life into words. Sieving through the noise to give you the news. 🔥. Follow Me.,"Nairobi, Kenya",8855,15190,17437,2017-06-28 09:55:43,2020-11-18 06:52:25,0,"@SafaricomPLC moved 4.83 million shares. @KCBGroup &amp; the @Coopbankenya sold 862,700 &amp; 586,500 shares with a market capitalization of 120.50 and 67.47 billion. KPLC sold 562,400 shares with a market capitalization of  3.14 billion shillings.
https://t.co/67CupYYwt4 #SokoNews https://t.co/Vb2qd0yBnk","[{'text': 'SokoNews', 'indices': [273, 282]}]",N/A
335,geegatwiri,"Managing Director, @HmgFire  (Follow & Like).
Entrepreneur, Economics, Agribusiness
Basketballer
Arsenal fan💕

NEVER PISS ON HONOUR. The gods will piss on you.","Nairobi, Kenya",279,353,1242,2016-03-10 06:22:36,2020-11-18 06:51:28,0,"@KCBGroup Yes and yes.  We have been dealing with Meru branch. The officers do not even pick calls when we make followups.  And we are talking of an award winning dairy farm.  Honestly the bank has not given the support as promised.  Even with the high and low peaks,no care if you ask me.",[],N/A
336,TheRealMakori,"Broker Arbitrage,Arsenal die hard,Brother and a well grounded corporate citizen.",👆🏾,2717,1640,45387,2010-07-30 15:06:39,2020-11-18 06:41:36,0,@alykhansatchu @KCBGroup @BD_Africa It's brutal....,[],N/A
337,alykhansatchu,https://t.co/TSDvPIA9og Banker Interest rate Macro Geopolitical Africa that kind of thing,Nairobi,19338,574110,403013,2009-02-19 14:43:40,2020-11-18 06:40:00,0,"Mr Oigara says that the rising cases of Covid-19 infections means the economic difficulties will take longer to start clearing, with the best case scenario being June next year. @KCBGroup @BD_Africa 
https://t.co/jxWVa4MFjC

share price data 
https://t.co/anQjKmZmVd",[],N/A
338,geegatwiri,"Managing Director, @HmgFire  (Follow & Like).
Entrepreneur, Economics, Agribusiness
Basketballer
Arsenal fan💕

NEVER PISS ON HONOUR. The gods will piss on you.","Nairobi, Kenya",279,353,1242,2016-03-10 06:22:36,2020-11-18 06:39:49,0,"@KCBGroup Your livestock insurance policy seems like a scam. A farmers insures the cattle,  pays diligently,  but on death and with documents certified.. Mnaturuka kipetero kiyesu!!!  Not cool.. Not cool yoo.",[],N/A
339,Ianmota9Ian,Business https://t.co/zZRxC9yMsW pursuit of purpose. Reads too much of Jean Jacques Rousseau. Political Economy is butter.,"Nairobi, Kenya",648,527,8982,2013-08-05 05:51:03,2020-11-18 06:27:36,2,".@KCBGroup likely to issue profit warning on Covid woes @BD_Africa https://t.co/jxWVa4v3V2

CEO  says there is little recovery happening in the fourth quarter of the year

share price data 
https://t.co/anQjKngXML",[],N/A
340,RichTvAfrica,https://t.co/WGWqbL5lXS is the go to financial portal for #African frontiers and emerging markets. 🇰🇪🇿🇦🇳🇬,"Nairobi, Kenya",706,6111,47969,2014-09-17 13:23:51,2020-11-18 06:26:07,1,".@KCBGroup has so far restructured loans worth Sh105 billion or 18.2 percent of its loan book  @BD_Africa 
https://t.co/jxWVa4MFjC

“This is a year of survival. This is not a year to thrive. It is a year to try and hold your business and support customers,” said Mr Oigara.",[],N/A
341,RichTvAfrica,https://t.co/WGWqbL5lXS is the go to financial portal for #African frontiers and emerging markets. 🇰🇪🇿🇦🇳🇬,"Nairobi, Kenya",706,6111,47969,2014-09-17 13:23:51,2020-11-18 06:25:57,2,".@KCBGroup likely to issue profit warning on Covid woes @BD_Africa https://t.co/jxWVa4v3V2

CEO  says there is little recovery happening in the fourth quarter of the year

share price data 
https://t.co/anQjKngXML",[],N/A
342,alykhansatchu,https://t.co/TSDvPIA9og Banker Interest rate Macro Geopolitical Africa that kind of thing,Nairobi,19338,574110,403013,2009-02-19 14:43:40,2020-11-18 06:20:00,1,".@KCBGroup has so far restructured loans worth Sh105 billion or 18.2 percent of its loan book  @BD_Africa 
https://t.co/jxWVa4MFjC

“This is a year of survival. This is not a year to thrive. It is a year to try and hold your business and support customers,” said Mr Oigara.",[],N/A
343,NamaiYvonne,Sports Strategy & Sports Marketing Consultant | Founder & CEO NAMAI Consultancy | Sports Business inquiries: y.namai@namaiconsultancy.com,kenya,2412,4693,53962,2010-05-26 07:04:30,2020-11-18 06:17:46,1,"#PowerUpYourFuture  Matters Personal Finance. How do you manage your finances as an athlete?
Facilitated by @KCBGroup 
@Athlete365 https://t.co/0eYhVkkVFU","[{'text': 'PowerUpYourFuture', 'indices': [16, 34]}]",N/A
